source_id,relative_path,role,device,image_size,keywords,expected_mb,download_shard
r0fbd0c71t,r0fbd0c71t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor,19.4,7
r0fbe1b0ft,r0fbe1b0ft.NEF,independent_test,Nikon D7000,L (4928 x 3264),outdoor; people,19.9,5
r0fbf62f8t,r0fbf62f8t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,21.9,14
r0fc39b66t,r0fc39b66t.NEF,independent_test,Nikon D90,L (4288 x 2848),outdoor; people,10.0,8
r0fd69c12t,r0fd69c12t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),landscape; outdoor,10.7,9
r0fdfc4f0t,r0fdfc4f0t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,20.0,15
r0fe270aet,r0fe270aet.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,18.1,0
r0fe7b1c6t,r0fe7b1c6t.NEF,external_pilot,Nikon D90,L (4288 x 2848),Indoor,8.85,18
r0fef53bft,r0fef53bft.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,23.5,6
r0ff7a848t,r0ff7a848t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,9.19,2
r1011a436t,r1011a436t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,19.9,2
r10134c59t,r10134c59t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.9,3
r101af5b4t,r101af5b4t.NEF,development_calibration,Nikon D90,L (4288 x 2848),buildings; landscape; outdoor,9.7,5
r101d6690t,r101d6690t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.6,9
r101e18b6t,r101e18b6t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,18.4,19
r101eab0dt,r101eab0dt.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,23.4,18
r1023c21et,r1023c21et.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,17.7,5
r102b4aa4t,r102b4aa4t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,20.5,3
r103a4f26t,r103a4f26t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.6,1
r104153eat,r104153eat.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,17.8,10
r1069cdabt,r1069cdabt.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.6,0
r1070b804t,r1070b804t.NEF,independent_test,Nikon D90,L (4288 x 2848),Indoor; objects,9.9,1
r107730b5t,r107730b5t.NEF,development_calibration,Nikon D90,L (4288 x 2848),outdoor; people,10.7,16
r1077d1f2t,r1077d1f2t.NEF,independent_test,Nikon D7000,L (4928 x 3264),Indoor; objects,17.3,1
r108301e3t,r108301e3t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),buildings; outdoor,11.1,4
r10893508t,r10893508t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,21.5,10
r108ae9b6t,r108ae9b6t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,20.7,1
r108ba35et,r108ba35et.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor,22.7,15
r10940798t,r10940798t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.6,3
r10944b31t,r10944b31t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor; people,20.3,9
r10a207det,r10a207det.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.9,15
r10a9ca2at,r10a9ca2at.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.4,17
r10ab8058t,r10ab8058t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,17.4,15
r10c5fc29t,r10c5fc29t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.5,4
r10cf67d1t,r10cf67d1t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.5,1
r10e36316t,r10e36316t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.7,6
r10f888c2t,r10f888c2t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),landscape; outdoor,10.1,7
r1104e9e6t,r1104e9e6t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,9.96,1
r110b4219t,r110b4219t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,22.0,3
r110cc74ct,r110cc74ct.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,17.3,5
r110f894ft,r110f894ft.NEF,external_pilot,Nikon D90,L (4288 x 2848),landscape; outdoor,10.0,10
r1126b615t,r1126b615t.NEF,independent_test,Nikon D90,L (4288 x 2848),outdoor; people,10.6,6
r113402d4t,r113402d4t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.4,18
r1138e1aft,r1138e1aft.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,19.6,2
r113b7fb4t,r113b7fb4t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor; people,21.0,9
r113ee9edt,r113ee9edt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.3,3
r1148801et,r1148801et.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.0,14
r115c449dt,r115c449dt.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,20.2,16
r115e2464t,r115e2464t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,22.0,18
r116825e2t,r116825e2t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.7,14
r116ce066t,r116ce066t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.7,0
r116fa8b7t,r116fa8b7t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor,19.3,10
r11850456t,r11850456t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.7,2
r11865f77t,r11865f77t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,21.8,16
r11a4e1cbt,r11a4e1cbt.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor; objects,9.78,7
r11a5b93dt,r11a5b93dt.NEF,development_early_stop,Nikon D90,L (4288 x 2848),outdoor,11.1,13
r11a7deb7t,r11a7deb7t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.8,9
r11aa1ee3t,r11aa1ee3t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.4,8
r11b292cbt,r11b292cbt.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.0,11
r11bf0779t,r11bf0779t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.1,13
r11c4de0et,r11c4de0et.NEF,independent_test,Nikon D90,L (4288 x 2848),buildings; outdoor,12.0,14
r11d981d2t,r11d981d2t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,17.6,19
r11e134c7t,r11e134c7t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; nature; outdoor,20.6,1
r11e26097t,r11e26097t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor,20.2,8
r12133015t,r12133015t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,22.1,15
r1218b33at,r1218b33at.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,22.6,17
r121f7893t,r121f7893t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.2,13
r1234de87t,r1234de87t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,20.7,9
r123c6433t,r123c6433t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.6,14
r123ca9b3t,r123ca9b3t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.5,16
r125034a9t,r125034a9t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),outdoor; people,10.8,9
r125442fat,r125442fat.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.0,13
r125f6e84t,r125f6e84t.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,23.3,2
r12638c95t,r12638c95t.NEF,external_pilot,Nikon D90,L (4288 x 2848),buildings; outdoor; people,9.78,16
r1267fa5bt,r1267fa5bt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,19.1,1
r126a22b8t,r126a22b8t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.4,13
r127608abt,r127608abt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),Indoor,19.1,12
r127d47e0t,r127d47e0t.NEF,independent_test,Nikon D90,L (4288 x 2848),objects; outdoor,10.6,14
r128cc6fbt,r128cc6fbt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.6,7
r128dfb38t,r128dfb38t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,20.9,17
r1293f8ect,r1293f8ect.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.8,9
r12946364t,r12946364t.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor; buildings,10.1,18
r1297fd0bt,r1297fd0bt.NEF,independent_test,Nikon D90,L (4288 x 2848),nature; outdoor,11.0,14
r129f09b4t,r129f09b4t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),outdoor,18.7,15
r129f24bet,r129f24bet.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.3,18
r12a7e9b5t,r12a7e9b5t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.3,7
r12a97b08t,r12a97b08t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.5,8
r12c1798bt,r12c1798bt.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.7,2
r12c5f70bt,r12c5f70bt.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,21.3,6
r12c64de9t,r12c64de9t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.6,1
r12cbfb1et,r12cbfb1et.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,21.2,17
r12cebbd2t,r12cebbd2t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,19.3,7
r12cf98bet,r12cf98bet.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; landscape; outdoor,9.47,17
r12d4cabat,r12d4cabat.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,11.1,6
r12daa983t,r12daa983t.NEF,development_fit,Nikon D40,L (3008 x 2000),buildings; landscape; outdoor,5.16,11
r12e170d4t,r12e170d4t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),outdoor,22.9,4
r12ed2816t,r12ed2816t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,21.1,17
r12f02af5t,r12f02af5t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.7,2
r12f3bbfat,r12f3bbfat.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,20.1,19
r1301676dt,r1301676dt.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,18.4,3
r13073518t,r13073518t.NEF,independent_test,Nikon D90,L (4288 x 2848),buildings; outdoor,11.1,7
r131a8f7et,r131a8f7et.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,20.4,11
r1322c4d6t,r1322c4d6t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,19.0,4
r1328ee94t,r1328ee94t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.7,19
r132d538et,r132d538et.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.3,12
r133bb357t,r133bb357t.NEF,independent_test,Nikon D7000,L (4928 x 3264),Indoor; objects; people,18.4,17
r133c5a52t,r133c5a52t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor,20.6,8
r1344c943t,r1344c943t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.8,4
r13493fa3t,r13493fa3t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.4,14
r134ba6abt,r134ba6abt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,22.0,15
r135df877t,r135df877t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),outdoor,11.6,18
r1372056ct,r1372056ct.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.5,5
r1378de81t,r1378de81t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.7,8
r137bcd7at,r137bcd7at.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),Indoor,18.2,2
r137f062ft,r137f062ft.NEF,development_calibration,Nikon D7000,L (4928 x 3264),outdoor,21.6,8
r13837601t,r13837601t.NEF,external_pilot,Nikon D90,L (4288 x 2848),outdoor,9.84,10
r138ad247t,r138ad247t.NEF,independent_test,Nikon D7000,L (4928 x 3264),Indoor,19.7,19
r138ceafbt,r138ceafbt.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,21.6,13
r13907965t,r13907965t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,20.4,3
r13928401t,r13928401t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,19.5,13
r13934dc7t,r13934dc7t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.6,17
r13a16a0at,r13a16a0at.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor,17.7,14
r13a9002bt,r13a9002bt.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.5,8
r13ae7d1et,r13ae7d1et.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.7,11
r13b45303t,r13b45303t.NEF,development_calibration,Nikon D90,L (4288 x 2848),objects; outdoor,9.99,12
r13b5b161t,r13b5b161t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,20.0,2
r13bb381ct,r13bb381ct.NEF,independent_test,Nikon D90,L (4288 x 2848),outdoor; people,10.6,8
r13c19caft,r13c19caft.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,21.0,6
r13c7e92dt,r13c7e92dt.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,21.2,4
r13c85634t,r13c85634t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,21.9,14
r13dab3c7t,r13dab3c7t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,17.7,0
r13de1e12t,r13de1e12t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,20.6,5
r13e56300t,r13e56300t.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,18.5,16
r140f3432t,r140f3432t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.6,5
r141665bdt,r141665bdt.NEF,development_calibration,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.7,2
r141669e5t,r141669e5t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,18.9,11
r1419078bt,r1419078bt.NEF,external_pilot,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,20.7,16
r141e4467t,r141e4467t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.7,4
r142335f0t,r142335f0t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor; people,19.6,0
r1426cde6t,r1426cde6t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.3,19
r142787e2t,r142787e2t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; people,18.0,1
r14289905t,r14289905t.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor; buildings; people,10.5,17
r142b504bt,r142b504bt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,21.0,5
r144e095dt,r144e095dt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),outdoor; people,18.6,2
r144f25eet,r144f25eet.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,23.2,18
r145215fft,r145215fft.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,22.1,19
r145221d9t,r145221d9t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),buildings; outdoor,11.3,14
r14556dabt,r14556dabt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.7,5
r14586c63t,r14586c63t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),Indoor; buildings,18.5,17
r1461e2d7t,r1461e2d7t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.2,9
r146771d7t,r146771d7t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),Indoor; objects,19.0,6
r1468a9e1t,r1468a9e1t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.1,19
r14902ba4t,r14902ba4t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,22.0,0
r14a51689t,r14a51689t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,21.3,5
r14a595b6t,r14a595b6t.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor,10.9,11
r14a9a843t,r14a9a843t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.5,19
r14bfe6f4t,r14bfe6f4t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.8,11
r14c2d3fct,r14c2d3fct.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.7,4
r14c67ed2t,r14c67ed2t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.5,9
r14ca1259t,r14ca1259t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),Indoor; buildings,19.3,15
r14dd8f91t,r14dd8f91t.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor,10.2,10
r14df59fet,r14df59fet.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),Indoor; objects,18.9,11
r14f241e4t,r14f241e4t.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,22.0,7
r150058a4t,r150058a4t.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor,22.2,0
r15028ceft,r15028ceft.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),Indoor; objects,18.0,12
r150b1b51t,r150b1b51t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),nature; outdoor,21.7,1
r15199ae3t,r15199ae3t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,21.4,7
r152d9ff5t,r152d9ff5t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,10.6,15
r15499cd8t,r15499cd8t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.7,18
r154d7294t,r154d7294t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,23.5,5
r1554cfadt,r1554cfadt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.2,8
r155fe1fat,r155fe1fat.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.5,2
r1565a7e7t,r1565a7e7t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.0,3
r1567e512t,r1567e512t.NEF,development_calibration,Nikon D90,L (4288 x 2848),landscape; outdoor,10.7,18
r1570dd6at,r1570dd6at.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,17.3,12
r1580c37ft,r1580c37ft.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,22.4,18
r15885978t,r15885978t.NEF,independent_test,Nikon D90,L (4288 x 2848),landscape; outdoor,10.1,1
r15919202t,r15919202t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.3,8
r1594b4b3t,r1594b4b3t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),buildings; outdoor; people,9.38,4
r159d3942t,r159d3942t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.2,4
r15a0b476t,r15a0b476t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor,19.7,1
r15ab6ac6t,r15ab6ac6t.NEF,development_calibration,Nikon D90,L (4288 x 2848),outdoor; people,10.8,9
r15c91802t,r15c91802t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.2,2
r15d1c836t,r15d1c836t.NEF,independent_test,Nikon D40,L (3008 x 2000),objects; outdoor,5.17,2
r15dcfacct,r15dcfacct.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor,19.8,12
r15dfc1b8t,r15dfc1b8t.NEF,development_calibration,Nikon D90,L (4288 x 2848),landscape; outdoor,10.4,13
r15eef8b9t,r15eef8b9t.NEF,independent_test,Nikon D7000,L (4928 x 3264),Indoor,20.9,10
r15efd876t,r15efd876t.NEF,independent_test,Nikon D7000,L (4928 x 3264),objects; outdoor,19.3,6
r15f07f9dt,r15f07f9dt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.1,17
r15f16465t,r15f16465t.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor,9.93,5
r1602555bt,r1602555bt.NEF,external_pilot,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.4,6
r16113cc8t,r16113cc8t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,21.3,14
r16144fa2t,r16144fa2t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.1,16
r1618da9dt,r1618da9dt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,22.1,9
r16192cf0t,r16192cf0t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.4,4
r162b2209t,r162b2209t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),nature; outdoor,21.8,14
r163317d6t,r163317d6t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,11.8,14
r163967d4t,r163967d4t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.6,6
r1639a65ct,r1639a65ct.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor,10.9,18
r16422663t,r16422663t.NEF,independent_test,Nikon D7000,L (4928 x 3264),objects; outdoor,20.0,5
r1644d874t,r1644d874t.NEF,independent_test,Nikon D7000,L (4928 x 3264),Indoor,19.2,14
r1645a09ct,r1645a09ct.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.4,1
r164c1e13t,r164c1e13t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,17.8,8
r16509308t,r16509308t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,17.8,1
r165355c0t,r165355c0t.NEF,development_fit,Nikon D40,L (3008 x 2000),buildings; outdoor,5.11,12
r1655a008t,r1655a008t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.7,16
r165fbf4ft,r165fbf4ft.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.1,12
r1661f358t,r1661f358t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.3,3
r16654024t,r16654024t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,17.7,2
r16698b6et,r16698b6et.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,21.5,1
r1683028at,r1683028at.NEF,external_pilot,Nikon D7000,L (4928 x 3264),outdoor; people,18.5,17
r1694427et,r1694427et.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor,9.69,8
r169a9b07t,r169a9b07t.NEF,development_fit,Nikon D40,L (3008 x 2000),Indoor; objects,5.31,17
r169c7350t,r169c7350t.NEF,independent_test,Nikon D7000,L (4928 x 3264),outdoor,20.6,16
r169f694ft,r169f694ft.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.0,12
r16a02a12t,r16a02a12t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,9.48,1
r16d46fa3t,r16d46fa3t.NEF,independent_test,Nikon D90,L (4288 x 2848),Indoor; objects,10.4,0
r16d6c35dt,r16d6c35dt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.5,1
r16da5576t,r16da5576t.NEF,independent_test,Nikon D7000,L (4928 x 3264),Indoor; objects,17.0,10
r16dca6f2t,r16dca6f2t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,19.4,7
r16ea6386t,r16ea6386t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor,19.6,15
r170632f5t,r170632f5t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor; people,21.8,11
r170b020bt,r170b020bt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.1,17
r170df29ct,r170df29ct.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,19.0,0
r1717ae55t,r1717ae55t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),Indoor; objects,10.4,10
r171d73aat,r171d73aat.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.2,18
r171eeaf8t,r171eeaf8t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,22.1,5
r17217693t,r17217693t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.6,11
r17228bbdt,r17228bbdt.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,18.7,13
r173ee7e8t,r173ee7e8t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.6,6
r1743fb6bt,r1743fb6bt.NEF,development_early_stop,Nikon D90,L (4288 x 2848),landscape; outdoor,12.1,3
r17492cd5t,r17492cd5t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.8,16
r175da907t,r175da907t.NEF,development_calibration,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.1,9
r17754c77t,r17754c77t.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor; people,10.4,1
r177dd68et,r177dd68et.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.8,19
r177fb9f1t,r177fb9f1t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; buildings,19.9,16
r179bb406t,r179bb406t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.6,9
r179ec4e8t,r179ec4e8t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,19.8,16
r179ed8d7t,r179ed8d7t.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor; people,10.4,6
r17ad56act,r17ad56act.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.3,16
r17afaaa1t,r17afaaa1t.NEF,development_fit,Nikon D7000,L (4928 x 3264),objects; outdoor,24.1,14
r17b2f789t,r17b2f789t.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor; objects,10.5,18
r17b873bct,r17b873bct.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,20.3,2
r17c76042t,r17c76042t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.1,10
